review,rating
"I'm not really loving the way it is now, so an option in the settings to have it be the classic, endless tetris from years ago would be nice. until then, I'll just be playing other games.",2
"Decent game, loads of ads that you can't close without closing the game. Not sure how long I will put up with it.",3
Great game,5
"Love just playing solo. Controls are decent, however I don't like having to lift my finger to flick down, possible to just flick down without having to lift off the screen first? edit: at some point they updated this and then added you can save your marathon and resume later???? 5 stars",5
Forces to play other games between levels. Too many clicks to find your way out and back to the game. Ridiculous so uninstalled it.,1
Awesome game !,5
The ads ruin the experience. Every objective completion is met with an ad that's often difficult to just close. I had to remove it same-day,1
Lots of ads,3
Fun while it lasted. This game is CLEARLY designed to make you watch ads and/or buy coins. I've made it past level 2800 and I've finally reached a level that cannot be one without watching ads. See ya...,1
"Very annoying ads. On some ads there is no close button but ""go to Google play"" and the one there is a close button, you have to close 3 times 1 ad.",1
This version of bejeweled is the best!,5
"too few game modes, too many ads, and no offline mode. sadly it's the only tetris game on this storefront but even then it's not worth it. a classic severely held back by anti consumer nonsense",1
bad,1
"I play mobile games while I ride the NYC Subway, and my commute is primarily UNDERGROUND.....why does this app require a wireless connection after installation?! 👎👎",1
"game is amazing, the ads kill me. finish anything watch an ad. its easier to close the hole game and re open it.",1
Ads are soooooo annoying!!!🤬,5
keeps crashing after every level since recent update,3
its good but way to many ads its could be 2 mins of ads just for 1 game of tetris which is a shame,2
So much better than Block Blasters,5
"the ads are awful. don't bother, you'll spend more time waiting on the ads than actually playing the game",1
fun game. too much ads. uninstalled.,1
The game makes you think.This game keeps you on your toes.,5
"Pop up ""install me"" ads that you can't get rid of caused me to uninstall this. Lord I miss my Atari days...",2
"cant play without internet connection. its a stolen game from the 80s, come on.",1
"way too many ads, and forces you to use Facebook to save your progress. uninstalled and moved on.",1
"I love Tetris. But hate their vip rewards section is garbage. Plus, the vip rewards are unclear.",1
"i used to love playing tetris, i was on like level 800. i redownloaded it and it wanted me to login to fb (not sure if I had to do that before) and none of my info saved :( what's the point of giving them my info if they don't wanna save it.",2
"The ads... so many ads... I love Tetris but there's way too many ads. Also I'm noticing if you can't get past a level, no matter how hard you try, you have to redo the level about 5 times (and thus watch 5 ads!) before you miraculously pass it. Seems sketchy to me. You also auto-open the Play Store when you click an ad away, it absolutely blows my mind that apps are allowed to open the Play Store for you?!",2
"I've had this game downloaded for a while now but recently some of the ads now don't have a skip button and only a button to take you to the play store. I like Tetris it's fun but if I have to close the game and reopen it because It's impossible to get passed an ad I'm going to uninstall because I might get multiple unskippable ads consecutively, a terrible experience in my opinion. I'm not paying for an ad free experience monthly. games have truly died.",2
"a little hard to manipulate, too touchy.😀",4
"The June 6 update ruined the art style. It's painful on the eyes to have bright flashes of color on a dark background. The crooked layout is annoying and it looked much better before. There should be an option to revert the art style. Also, level 3935 is mathematically impossible to clear.",1
download for trauma issues. not for ads.,1
its good. its tetris. I wish you could control more accurately the block fall speed but not a biggie. but there are way too many ads.,3
"Possible scam/virus threat!! There is some sort of scam pop up that always comes up when I try to play. It's a typical ""your phone has a virus"" scam that pops up in the middle of the game and takes you to your browser (chrome for me). This doesn't occur in any other app that I use, only Tetris. Something needs to be done about this, this is not safe, especially for someone who is impressionable and might ruin their phone or have their data stolen.",1
Add experience is bad. to many pushes to spend money.,1
"What happened to the Tetris I love?? 1. Way too many ads 2. Delayed input in general is a problem. On higher levels means I constantly have problems putting blocks in place in time. 3. Text blocks incoming block, making it hard to see when the next block is starting to come down (move text to the side) 4. Layout when you log in is confusing. people play tetris for marathon, not random missions (switch) 5. Sometimes, when doing swipe down, the block moves to the left/right (wrong place).",2
Awesome 👌 ...apart from the adverts!,5
"the app freezes a lot and heats up the phone. win/ fail a level screen blacks out, ads keeps freezing leading to screen going black/ freezing. have to restart the game a lot.",2
Ads,1
"I thought this is offline?? Checking description it says ""Offline"" what happened? 😭",3
the ads are the worst!,1
"Terrible touch controls. Way too many ads. Ads show up in the middle of gameplay, usually ends up opening a random tab on my internet browser. Terrible game overall.",1
"I play tetris because it is very effective for managing my PTSD symptoms. It's clinically proven to soothe trauma responses. But every time I open the app I feel so stressed & frustrated by the overwhelming barrage of coin animations, rewards, power ups... The main page is so cluttered! Marathon mode and quick play mode are buried in the tiny ""more tetris"" menu that you cant even click on until after the animations are done. This app used to be simple. the ads make it crash too",1
so far it has been an enjoyable game,5
loyalty benefits have been reduced significantly. not so great.,1
"You win a game? 5 minute unskippable ad. You lose a game? 5 minute unskippable ad. Ads are gross and invasive. Oh and on top of that, you can only remove ads for 30 days, that's actually pathetic. Shameful developers.",1
in game ads are too much,1
"ugly controls and all, very boring",1
five stars,5
funni kyubs,5
They change this game every couple years. it's still filled with ads and is terrible. has less features than every tetris game before it. How the hell are they managing to make me miss the EA licensed one?,1
WILL NOT DOWNLOAD ALL THE WAY. I HIT SIGN IN AS GUEST AND IT GOES NO FARTHER!!,1
Have to sign into a Facebook account or play as a guest. Nope. Bye.,1
no offline gaming possible,2
too many annoying adds.,4
"Amazing game, too many damn ads and microtransactions though. Without an internet connection you don't get ads, but it appears that offline mode has been completely removed and you can no longer play the original game.",1
Id probably give it 5 stars but I can't even play. it is just stuck on the black loading screen.,2
"EDITED: This game has become awful. They cut the rewards WAY down. The reward for winning a race used to be 750. Now they made it 75! And the other rewards are cut way back, the price to continue went up, and now you are forced to play boss rounds instead of having a choice. I don't know if you guys are just trying to make more money or what, but this isn't a good way to do it. I don't even feel like playing anymore. Will definitely not be giving them my money.",2
"far too many ads. ads on screen while you play, and ads after each level. sometimes you spend 60 seconds playing a level, then have to sit through 60 seconds of advert. touchscreen controls are woefully inaccurate, making it hard to play the game at higher speeds, or with the precision of physical buttons, and there's no slow drop like in other versions of Tetris, only fast drops, which greatly limits what you can do gameplay-wise.",2
after level 20 they wanted money uninstalled it,1
need more ads,1
I dislike how difficult it is to get out of the ads.,3
"On Android device,need Bluetooth mouse support for the game play, like flip the blocks, move them left and right, quick drop, just like play it on PC, via BlueStacks, thanks.",3
"the ads are so terrible and intrusive, every time I get an ad it drains my battery and I can't exit the ad without closing the app entirely. the game has been so corporatized it's insane, the sound effects and music are terrible, there's nothing redeemable about the game. don't download it.",1
ok game but the ads. oh my God the ads are soooo long and so many. some taking over 5 to 10 minutes to get rid off with no close button visible. you have to close the game and restart it again. like that buses boring game ad there is no way to close it. it's fair for a free game to have 30 second to 1 minute ads occasionally but not so often and soooo long. I like tetris but eventually I get frustrated and close the game,1
I hate ads,2
Adds are annoying,4
It works completely fine but the fact I need to pay monthly for no adds is a huge turn off,3
turning off sound effects / music in the settings doesn't actually turn them off. ads require you to go to the store page before allowing you to close them out.,1
"love tetris, favorite game. Would give it a 5 but the ads are overwhelming.",4
"game itself is your typical tetris.... with ads. The rewards are a joke. you can only redeem if you have a Facebook account. If you're solely playing for the fun of tetris, save yourself countless ads and get an offline version without. If you are looking to get points for rewards, well, I hope you're sad enough to have Facebook as well.",1
geezeeyyy cool,5
way too many ad breaks to enjoy the game I used to love. Downloaded and uninstalled within an hour or less.,1
"I love this game, but, my issues with it is i want endless mode too not just levels. And can you make it so you can change to different control options like, arrow keys or swipe? because i prefer arrow keys. Please and thank you kind regards, Collin kristensen.",4
"This is the third Tetris game by PLAYSTUDIOS US that's failed to load on my Chromebook. I think PLAYSTUDIOS US sucks. They can't even make Tetris games for Android that run on Chromebooks running ChromeOS. This game dates back to 1984 but I guess the real problem is getting it to RUN on MODERN, ESTABLISHED operating systems. PLAYSTUDIOS US is GARBAGE, just like their timewasting, nonfunctional ""games"".",1
fun but too many ads,2
"The gameplay and controls were great, but I hit a wall after a few levels where I was given an interactive game ad and the only options to proceed was to apparently to install the game from the ad. A big download button appeared that kept taking me to the Play Store, but every time I canceled out and went back to the game, it was just stuck on the download button. There was no option to close the ad and return to the actual game I was trying to play.",2
this game is nostalgia block game good developer good game😊😊😊😊😊👍👍👍👍,5
"worst tetris game ive ever played. Boring, single mode of play, im an original metric lover. I even enjoyed the metric game with the little archeologist on Playstation. but this game is ridiculously overwhelmed with ads, and lacks the fun of the original games.",1
"When's the game? I want to play, but there's too many adds. too many pop ups. to many cuts. I can't play the game. This butchers what Tetris was. the bar was set so low, how did you manage to screw it up?",1
Very fun game 🎮 😄,5
"Controls feel heavy and uncomfortable with no way to customize them beyond sensitivity. Soft and hard drop are both done by swiping down, but I would prefer if hard drop was done by swiping up since there's already a ""hold"" button. It's incredibly frustrating.",2
tetris™ is my favorite classic keep building on tetris!🥳,2
"I've had this app for a while and come back to it to relieve stress. Now the ads are ridiculous, you have to open them in the Play store in order to close them. And there are now ads after each round. I feel more stressed and will look for something else.",1
full of ads,1
"level 90 is broken. no blocks are coming down. come on, tetris, this is one of the oldest games out there. surely you can make a game that at least works, considering all of the ads you're forcing players to watch in order to play your game.",1
I would like an endless mode,3
stupidity,3
"thanks for ruining tetris! unskippable loooong ads with no option to even pay not to see them, don't waste ur time",1
"love the game, hate the ads. I would pay to not have ads",3
"> 2024, absolute trash game. ridiculous ads, removed royale and 3 min. Who the heck wants levels. (probs shorter games = more ads). Dont play this game, get techmino 2023:Love this game, however, multiple times i have above 50 mill in marathon, and lost the game due to accidentally tapping new game, (and my phone running out of battery). Pleeease add a warning when you press new game when you have an already ongoimg marathon game. or autosave",1
"I absolutely love playing Tetris and I really enjoyed the original game. However, this isn't the original. The levels are okay, marathon is my favorite game mode. The biggest drawback imo is not being able to play without wifi and the amount of ads that play after every game. It feels very cash-grab-y, which can be frustrating when I really just want to play a game of Tetris.",4
"Somehow it got worse, looks like a flash game from 2008 and there are no control options",1
I love this game,5
ads are terrible,2
after update won't open,1
"It's not that the app relies on ads, it's that the ads are predatory fake games, don't offer a way to close after the timer is up, and often force you to open the app store. You're dealing with the ads more than the game. Get better advertising partners and sponsors.",2
"Kevin Hart. I like Kevin Hart. Kevin Hart makes me laugh. I would like to play Tetris without Kevin Hart telling me to use Draft Kings every 10 minutes. I use Fan Duel... I like Fan Duel. The game of Tetris here, 5/5. The amount of Kevin Hart you have to watch, 1/1. That makes the score a 3 yo. I tried to buy a premium version without Kevin Hart, there is no such option. To fully appreciate this game you need to love Tetris, and have an unhealthy obsession with Kevin Hart.",3
"it's okay, I just prefer normal Tetris, and can you please fix the offline mode It just doesn't work for me, thank you",3
so many ads and levels in Tetris are boring,2
way too many ads. every ad forces the play store open.,1
👍,4
too many ads. also freezes a lot.,1
"Ads completely ruin the experience of this app. Load-ins during gameplay cause stutters and hitches, post-round ads are intrusive and interrupting; there's no easy way to play traditional tetris, MTX, currencies and engagement tactics cause this game to embody everything bad about modern gaming.",1
"so far I am having fun, nice game!",5
"frequent ads that you can't exit out of, it keeps taking you to the app store and forcing you out of the game. very obnoxious",1
"annoying ads, and app glitches. Otherwise very fun and classic game with modern updates.",3
awesome game and very fun but my goodness those ads really kill the vibe and fun. I wouldn't mind paying a one time fee to remove the ads but they got you having to pay monthly which Is bogus. fun game but that's it,2
THIS IS GREAT!!!,5
wow you play by cool stuff,5
"When will they put in controls with buttons and less advertising, it's horrible",1
Bread,3
too many ads,1
"Almost unplayable with the spam/security vulnerabilities within the app injected via the advertising. Could have been a great game, ruined by poorly implemented advertising.",1
"Too many adverts, you can not enjoy this game.",1
ad-full experience. semi-hostagelike,2
"Reasonably well made but the ads are extremely intrusive, sometimes full screen blocking and can only be removed for 30 days at a time (for three bucks lol). Adios.",1
good but lots of adds and not super good and hard so so,3
because of the ads you can't enjoy the game 🙄!!!!,2
"i don't like it as good as I thought it was , I don't like it",1
You can't play beyond 3 levels unless you pay. The game is not without ads to justify that. The interface is not seamless enough to justify that. Uninstalled.,1
Great app I like it,5
"I really like it,I really enjoy playing marathon. but I don't like the game effects that keep popping up on my screen during marathon play sessions. If you can fix this, I'd really appreciate it.",5
Tetris without timers and speed up (as far as I have gone),5
game is good ads are so bad you have to restart the app every 2 levels cause there isn't away to get by the ads,2
Just too many commercials My reward for winning is a commercial,1
"Paying to turn off ads is a subscription service, and even that's for some reason gated behind playing through two levels of their ridiculous ""puzzle mode"".",1
won't run. doesn't work.,1
"Block come from sky, fit in gap like hand in glove very good",5
too many commercials,2
"awesome, really fun to play",4
"Lame. After level 15, expect an annoying ad after every single game. i just installed a few hours ago and now will uninstall.",1
slow and clunky. why does tetris even need to be online??,1
why tf does this app need 1GB storage for user data? It's too much and also slightly suspicious.,2
this app has more ads than it has game. after every single level you get an ad. the store within the game doesn't even try to be a gacha game it just straight up asks for money for things and events. youre better off getting an old nes rom than this,2
"Would give a lower rating if possible, bombarded with ads. Requires an online connection to play ew",1
your game glitches out every 3 levels and completely shuts the game down 👎🏼👎🏼👎🏼👎🏼👎🏼 I'm uninstalling,1
it's ok but if you're looking for tetris this isn't it the name is super misleading,2
love this game ... TETRIS !!!,5
not me,1
great!,5
every level is easy. takes longer to clear TWO LONG ADS each round than to clear the round. worst ad game ever. they could make it challenging and still feed 200 ADS per hour. and why no actual Tetris mode??? this is just using a trademark and not delivering the thing. total bs,2
"ads, lots of them, & very long ads at that. avoid",1
Gets old after a day but good ole gsme how about changing the shapes,4
too many ads,2
"the controls are 🗑️. the apps wouldn't let me continue playing. deleting it forever, good riddance. don't waste your time with this",1
keep up the amazing work,5
too many ads,2
The controls are wack. I tap the screen and if there's a slight swipe in my tap the blocks slam into places I don't want. The ads are INCREDIBLY intrusive and CONSTANT. The fact I have to play online as well and cant play offline is insane.,1
i love you,5
The ad's are too much. Every 2 seconds it's ad's,1
it would be a lot better if it had less ads.,3
"Tetris if it was bad, had so a many ads, had limited customizability, had boring missions, had little content (and the little content needed you to play through countless boring missions to unlock), mined your data for money, and encouraged gambling. Blatant nostalgia bait. Just get RetroArch and emulate Tetris games.",1
"so boring. all levels are essentially the same, they may appear different, but all are equally easy, repetitive. They never become more challenging. It feels like the game is a front for the extensive ads after every level.",2
great game an fun game to play,5
For too many ads. Each level they're is another add and you cannot close it. hands to force close and re open app.,1
"It needs Internet to load, so far so good. But when I connect my phone to the Internet, the game just keeps processing and never starts. It only wastes my time and my data.",1
it's really good 👍,5
it is online game,2
"Too many adds and no real tetris. I wanted to play this game to help me go through anxiety and panic attacks. Logic games are supposed to help. It worked at first, especially with the offline infinity mode. But now, since that mode has been removed (or so it seems, since I can't have access to it anymore), I can't relax anymore. The ads make the experience really frustrating. I am uninstalling.",2
nothing but ads,1
"Pretty fun, I just wish there was an endless mode reminiscent of the original Tetris.",3
Amazing but to make endless whode not hurt to make,4
the theme song is amazing,5
just give me a non ad filled game of tetris!!,1
Excessive ads. I would rather pay $5 for a one time purchase for a phone game than this new incessant ads and in app purchases from big games,2
invasive ads. I literally have to hit the arrow and go to google apps because the ad will sit there otherwise. I won't be playing this long. very disappointed,2
"update: lost all of my multi year old account data because these developers are so talented! :) BRING BACK ON SCREEN CONTROLS!!! Absolutely mind-boggling the devs could be this out of touch and brain dead with such a classic game... no one wants the trash rewards, the swipe controls are a mess, and removing the ""battle pass"" albeit it was just more money iap bait, sucked a lot of the fun of collecting new cosmetic items... I give up with this app, im just going to use the desktop website...",1
The adds are repetitive and way too often. I wil be uninstalling this game. also it came with a virus that tried to say I had a virus. (but I didnt) to gain access to my phone.,1
"It is certainly fun to play, the ads however should be less. Those are rather annoying.",3
"it's perfect but the ads make me gi e it 1 star. seriously, knock it off with the ads guys. no one likes it. I mean ever.",1
there is some game left in my adds!!! and app doesn't even work online...,1
challenging in the higher levels that makes it more exciting that I can't stop...🙂 in a good way!,4
It has ads. And I've been playing the OG game for years now. It's nothing like it. PLEASE DON'T DOWNLOAD IT FOR NOSTALGIA. The ads are very annoying too. TETRIS SHOULDN'T HAVE ADS!,1
"This app doesn't save you settings, have any purpose for its rewards, and horribly obnoxious ads. I would highly recommend something else for a mindless game",1
meh. not getting the tetris vibe. needs remote or buttons. ad before I even got to play,2
take to much time to load the game that is why i uninstalled the game within 10 minutes' after the installation,1
"ads everywhere; 1 minute of playing, 5 min of ads",1
Won't load to play. Very surprising,1
"I've spent more time watching ads than playing the dang game, terrible",2
takes forever to load. gave up after waiting. junk.,1
tetris is pretty nice.(^-^)/,5
"Ads make this really annoying to play, and even worse, if you want to pay to get rid of ads you can only pay to remove them for 30 days, there is no option to get rid of them permanently.",1
"Too many ads, impossible to focus",1
Love the game but why doesn't the hold button work lately?,5
"Been playing this game for quite sometime now, definitely keeps me entertained when I have nothing better to do. Just HATE that when I complete a stage, it will not advance to the next stage until I have completed it SEVERAL times. (3 out of 10 stages, I have to redo 4 to 5 times before it advances to the next😳🤬)",3
no complaints. it's Tetris.,5
Looks and plays great - PLAGUED WITH UNREMOVABLE ADS!!! I played a total of 13 seconds before being confronted with an advert. Upon checking the menus for a purchase/add removal option none was to be found. Game uninstalled.,2
SO MANY ADS,1
ads after every level,4
I came here after the song HOLD ON TIGHT FROM AESPA and it's was such a good game,5
"""tetris"" takes too long to load. there is no endless. to many pop ups for ""tetris"". id rather play on the browser",1
"ads after every level, are you nuts?! 2 stars because other than the ads, it's a good Tetris game but no thanks. far far far too many ads to waste my time with!!",2
tetrific!,5
never gets old,4
wayyyy too many ads. every level. it feels like i often watch ads more than I get to play. id even be willing to pay a little but I dont even see the option.,3
Can't get past ads without closing app,1
good but still prefer the old version,4
"As soon as you start playing, you get redirected to web browser with ""your PC is infected with viruses"" Close that down. Return to game. Get an ad you cannot close down without going to Play store. Close that down. Return to game. Finally get out of ad. Play one level. Repeat above process.",1
"Too many adverts that you have to tap multiple times to get rid of. But more worryingly, it causes a pop up with a fake warning saying my device is infected with viruses and banking data is at risk (fortunately, I have good anti-virus software on my phone). Uninstalled.",1
way too many ads,1
How does a studio ruin Tetris? by forcing you to watch ads constantly.,1
to many ads. after every level ad. not worth playing,1
so sexy,5
lots of ads,3
They've over complicated Tetris. Just give me a normal game of Tetris.,2
"I love the game and the different modes that I can play in, but the game can take a while to load. Recently, it seems more lagging than before.",4
Forced ads. No thank you buh bye,1
play 1 game and the games ads prevent you from reentering the game. it seems like the game maybe gaming the ad revenue system. it requires like 10 clicks but mainly never reenters the game. you have to reboot the game. it doesn't matter to me mind you. they all use the same ad system. example Microsoft solitaire has same ads but that game allows you to reenter the game after the ad.,1
Sad excuse for a Tetris game. So many ads and unnecessary mobile game bs.,1
I didn't really get to play. It was mostly ads. Wouldn't recommend. Developers: Instead of being greedy you should run an ad every time the game is opened. I'm more likely to watch an ad if I'm not pissed that it's interrupting gameplay.,1
"I haven't played Tetris in a long time, and I really like marathon mode because it really gets the old Tetris games",5
Ads make this basically unplayable. Clicking the x to close them sends them to play pages and websites.,2
needs wifi???,1
Got push notifications that closed the game and sent me to a scam website telling me I had viruses in my phone. Unbelievable.,1
Tetris is the single-handed worst optimised game I've ever come across. The whole thing is unbearably laggy with bar 2-second input lag on an S22+. The game has advertisements that sometimes crash or force you to open the google play store. When I raised concerns earlier the Google Play devs responded with a guide on how to play the game. I know how to play.,1
"Very frequent ADS + SCAREWARE featured in this app Every time you start a marathon(original) game, there is an ad that is at least a minute long + there are ads between levels in the other game mode. Occasionally when playing the marathon game mode, you will suddenly be redirected to a dodgy website without warning. This website is SCAREWARE and pressures you to click on a link after telling you that viruses have been detected on your device and you have 4mins to act. Game is ok besides this",1
It's $2.99 a month to remove ads is bogus,1
I did like the app. Recently the ads have been very scammy. It will randomly open to a weppage in the middle of the game telling me my phone has a virus. This is the type of ad you would expect on a very very shady website or app so I am very confused as to why this is happening here. Do better.,1
Love this game!!! It really helps with my TBI. I just watched a video on research done for playing Tetris within 6 hours of a traumatic event helps your brain disrupt the process of PTSD later. Worth researching for yourself. 💜,5
good,1
Adds after a breaking blocks? Hell no,1
"It used to be a fun game. It was actually Tetris, now it's forced level by level and compulsory ads. Don't do it",1
"forgot i installed the uninstalled it before. now wouldn't even start when offline. previous : At 47% , 1 minute of into the download... why it isn't done yet ? Oh. 141 MB, for a tetris game. Waaaaaaayyyyyyy too bloated. Then i read the reviews",1
Unskipabble ads unless you visit playstore,1
not being able to play without signal/internet is a wild design consideration for a single player game,2
annoying but addictive😭,5
feels like the game purposely doesn't give you the pieces you need.,1
it's tetris. it delivers tetris.,5
always loved TETRIS!!!,5
The worst ads I've ever experienced in my life. No offline mode.,2
forces you to play a tutorial ibstead of just letting you play the game. Ads are incredibly annoying anf prevalent.,1
"too many ads, not very fun",2
there is 0 reason this game shouldn't be playable offline,1
"App is ok, uninstalled as mid game I get a scam ""your system is infected with viruses"" pop up open in chrome mid game.",2
way too many ads. way too easy of a game.,1
"Doesn't even load, 10 minutes of the loading screen and I had to uninstall.",1
ad are annoying and in great number.,3
poor interface but more importantly spam ads about device having virus in this app! do not download!,1
Hey! I just wanted to say that you left a game inside your ads. Cheers!,1
"5 minutes of play, 4 full length advertisements.",3
I could not get it to load. It took so long my phone locked itself.,1
good,5
Not the fun Tetris I remember. Lame. bypass this game.,1
have to restart app after every level completed,1
terrible app. full of adds. as if tetris needs more money.,1
"Fun to play as a time killer, ads aren't too bad either.",4
"Too many ads. Start playing, ads. Winning, ads. Losing, ads. I understand that the VIP rewards can be quite good and expensive AF, but not every region has access to that list, and it's literally useless because most of the VIP rewards are casino tickets. And you know what? Some ad skip buttons are overlaid with the ad click program, which forced me to get out from the app. Could be better if you guys had some ad show cooldowns and got rid of those specifically annoying ads.",1
Wish there weren't so many ads popping up after each level is completed,4
pathetic to say the least takes forever to load.,1
no good. 3 adds. 3 loadings screens. just to play the simplest half century old game. skip. no good.,1
love this updated version and it still has the same song PERFECTION!!!!,5
very bad experience could not start the app even after waiting long.,1
"terrible app, so many ads before you can play a Tetris game, and even then sometimes it pauses your run to show an unskippable ad, it should be illegal to treat a Tetris game this way, and you can't play when offline.",1
keeps getting stuck on commercials. you gave exit completely and come back in...loosing your place. not happy,1
"Cleared ten lines and was awarded with a 30 second advertisement, no thanks im out.",1
Tetris is fun,5
"Nothing but ads. First you have to watch irritating ads to play. Then when you are finally playing more ads will suddenly pop up to distract you further and interfere with your progress. If you enjoy accidentally clicking on ads while trying to handle the controls, this is the game for you. Otherwise this app is a garbage cash grab.",1
garbage game! ruined the franchise with greed.,1
more ads than Tetris itself,1
"U _GOOD TETRIS BUT BUGGED AS HECK _ THE ADD FOOTERS SABOTAGE GAMEPLAY AND KICK IN AT AROUND 70,000 POINTS _ FAQ ...............",5
I just wanted to play Tetris.,1
Даже не запускаеца и весит много - мусорка,1
look like game boy,5
"Dropping to a 2 from a 5...this app was awesome in 2021! Variety, challenges, icons, a sort of sense of community... Now it's all different and seems like nobody plays anymore. Tetris is still tetris but what made the app fun is gone",2
Game is unplayable because of the adds,1
"too many ads, and spam",2
"it's tetris alright, which always fun to play. not many variations though. but the worst thing is the ads after every level. even that is tolerable except you can't get out of them for multiple minutes. a level lasts under a minute but the ads last a loving time. I just got tired of it. uninstalled.",1
Too buggy & bloated with ads. The micro-transactions make it even worse. Not worth downloading. You're better off with a Gameboy,1
"I just want to play regular Tetris. Nothing more, nothing less just regular Tetris. They have Columns and it's just regular Columns",1
too many ads. please stop them. or i will have to delete.,1
"never loads. this is a simple game, it should never need the network",1
ads ads ads 5 mins and a ad for another game. cant I buy a game and not drown in ads,1
"wow this sucked, it's worse then playing tic tac toe by yourself",1
infinity loading,1
the game sucks it's so plain and you can't even choose a username you want they force you to use a name they suggest claiming whatever name you choose is already taken no matter what it is. also so many ads I'll just stick to playing the game on console where it's actually fun and not all about ads and money and control. they also force you to do a tutorial which is automatic delete game for me. I'll decide if I want to do something so it's a no for me,1
"i mean its tetris, works good, but half the time it absolutely refuses to work in offline mode man, that really sucks",3
if I recall the game boy this is NOT Tetris I mean it's kinda fun?? I guess but just why must it be like this there's always pre placed blocks I want a real mobile Tetris,1
"Basically Adware with a Tetris minigame. Hope you didn't want an endless mode cause it doesn't have one. It's frankly disgusting the amount of constant ads and the Ad Free mode is only 30 days. disgraceful. Hopefully this dev team loses the Tetris rights and we get a simple, fun Tetris game.",1
constant looong ads. They want $7 a month to remove ads. $84 a year for Tetris!,1
Game is beautiful but it lags one thing like login with Google instead of Facebook. pls add that thing google login,4
terrible bloated and slow to load. don't do it,1
"the ads are so intrusive, they make you play stupid games between levels to get back to the Tetris game: VERY ANNOYING",1
"the only problem i have is that offline mode doesn't work for me, it just shows as connection error, even if i disabled my wifi or mobile data. and I always get stuck in the loading screen, it's really frustrating.",4
too many ads,1
"only did one level and then got an ad already. if you want more users, place your ads like every 5-6 levels.",1
too many ads,1
ads promote viruses with threatening pop ups,1
Old version was way better.,1
it would be amazing if it had less ads,2
"Great game...Ads excessive. After playing for some time I've had it..more time is spent loading, connecting, and ads than playing. Time to go back to one of the tetris clones and wait for a better licensed tetris game. I miss the licensed tetris that was available several years ago",1
When it hits an ad you cannot return to the game without closing and reopening the app. Tiresome.,2
got a redirect to a scam website while playing this game,1
"just an unessecary over complication of one of the best puzzle games ever made. needless garbage challenge mode, incessant ads. mobile gaming ruins everything. couldn't just have tetris could we?",1
"it's just tetris, why all the bloat",1
"Its tetris, however corprate greed ridden Tetris, ads every 3 minutes or so.",2
bring back old school Tetris this is freaking horrible!!!,1
The game is simple. it reminds me of the original one. can't wait to play more!💪🏽💯‼️,5
Dissatisfied. I miss would I could flat out buy a a game. Hate that you can't anymore very sad for a classic game.,1
"you only really get a few moves before you complete the levels and end up in the inevitable cycle of adverts so the enjoyment is hugely disrupted every minute or so. I have also had a few alerts for bug being detected, which might be a scam in of itself so not clicking anything but honestly, I wouldn't be surprised with the amount of adverts which are a nightmare to skip past. wouldn't recommend.",2
I always love this game,5
i hate dis game,1
so many pop up spam,2
"virtually unplayable with the numerous ads. i just want to play plain old tetris, endless tetris without leveling up, without obnoxious ads taking over my phone. just normal freaking tetris. is that too much to ask?!",1
I'm spending mor time in ads than I'm game. Also this app doesn't work offline,2
"Installed this app, tried to open it to start playing, kept loading and loading. Tried clearing app cache to start playing, didn't work, tried force-stopping this app to start playing, didn't work. Uninstalled this app, THREE TIMES, didn't work. This developer needs to give this game back to EA, where, when I played for years, never once had an issue. Don't waste your time with this app. Besides, it's nothing like the Tetris from years ago. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1
ads ads ads,1
doesnt work.,1
Cleared level 1 and ads began,2
"Ads are ridiculously intrusive. On top of that you can pay to remove ads, but only for a 30 day period. What a joke. Also would benefit from button based control scheme.",1
Awful,1
"overall, not bad. very frustrating to complete a row just to see it not counted in the total that needs to be completed in a certain amount of moves. didn't happen in the beginning but by the time you get to the mid-200 to 300 level, it happens all the damn time.",4
Downloaded it but the ads opened up a fake virus. Uninstalling now.,1
to many ads ugh,2
Love it!,5
wheres the paid option to rid of ads?,4
WAAAYYYY too many ads this is ridiculous,1
no offline,1
so bad with the adds it's not even playable. barely lasted two days on my phone.,1
"Couldn't complete any game as it either clashes or couldn't connect to the server half way playing the game. It seems like the recent update doesn't work well... pls fix it!!!! starting 1st Sept 2025, I can't play Royale... can't click anything in Royale screen!!!",2
Too many ads. Ridiculous. This is basically a scam,1
An absurd amount of ads makes this game absolutely terrible. Spend more time waiting on ads than getting through a level. Unplayable.,1
Advertisement Farming hellscape. All the fun of tetris with janky controls and adverts out the wazoo,1
"In the middle of a game and it redirected me to a fake virus page as part of an ""ad"". This game is filled with ads and completely sucks, just play tetris on an emulator.",1
Fix your banner ads. They are literally breaking the game,1
"The game makes it frustratingly impossible to position the blocks correctly. When you want the block coming down to be facing north. the game actually only gives you the other three options. Maddening! Not fun anymore. Games should be enjoyable, not infuriating.",1
too many ads,3
"Garbage, don't waste your time. You'll spend more time having to ""play"" the ads for other trash games.that you can't get out of.",1
Great Game. Terrible App. Non working offline. Way too many ads. 30% actual game time in the app.,1
too many ads,1
"way too many ads. game is fun, but getting back to it is frustrating.",3
